"","name","SEQUENCE","START","END","STRAND","GENE","COVERAGE","COVERAGE_MAP","GAPS","perc_coverage","perc_identity","DATABASE","ACCESSION","PRODUCT","RESISTANCE","gene_present"
"1868","ESC_SA8291AA_AS","NODE_51_length_31147_cov_6.303434","19993","20574","+","EC_custom_Feb_2020_papJ_CU928161","1-582/582","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papJ_CU928161",NA,1
"1869","ESC_SA8291AA_AS","NODE_51_length_31147_cov_6.303434","20581","21120","+","EC_custom_Feb_2020_papK_CU928161","1-540/540","===============","0/0",100,99.81,"EC_custom_Feb_2020",NA,"papK_CU928161",NA,1
"1870","ESC_SA8291AA_AS","NODE_51_length_31147_cov_6.303434","21129","21668","+","EC_custom_Feb_2020_papE_CU928161","1-540/540","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papE_CU928161",NA,1
"1871","ESC_SA8291AA_AS","NODE_51_length_31147_cov_6.303434","21713","22243","+","EC_custom_Feb_2020_papF_CU928161","1-531/531","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papF_CU928161",NA,1
"1872","ESC_SA8291AA_AS","NODE_51_length_31147_cov_6.303434","22287","23297","+","EC_custom_Feb_2020_papGII_DQ095216.1","1-1011/1011","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papGII_DQ095216.1",NA,1
"1873","ESC_SA8291AA_AS","NODE_51_length_31147_cov_6.303434","23648","24403","+","EC_custom_Feb_2020_tia_CU928161","1-756/756","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"tia_CU928161",NA,1
"1874","ESC_SA8291AA_AS","NODE_55_length_29618_cov_5.984242","29207","29428","-","EC_custom_Feb_2020_yeeT_|VFG1529","1-222/222","===============","0/0",100,95.05,"EC_custom_Feb_2020",NA,"yeeT_|VFG1529",NA,1
"1875","ESC_SA8291AA_AS","NODE_5_length_154003_cov_6.388579","8908","10488","-","EC_custom_Feb_2020_malX_AF081286.1:c2588-1008","1-1581/1581","===============","0/0",100,98.8,"EC_custom_Feb_2020",NA,"malX_AF081286.1:c2588-1008",NA,1
"1876","ESC_SA8291AA_AS","NODE_61_length_27103_cov_5.608543","26673","26894","-","EC_custom_Feb_2020_yeeT_|VFG1529","1-222/222","===============","0/0",100,98.65,"EC_custom_Feb_2020",NA,"yeeT_|VFG1529",NA,1
"1877","ESC_SA8291AA_AS","NODE_66_length_20111_cov_5.014449","14602","16045","-","EC_custom_Feb_2020_kpsMT(II)_K2:CP000468.1:|APEC-O1|3376659-3378102","1-1444/1444","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"kpsMT(II)_K2:CP000468.1:|APEC-O1|3376659-3378102",NA,1
"1878","ESC_SA8291AA_AS","NODE_66_length_20111_cov_5.014449","19008","20111","-","EC_custom_Feb_2020_neuC_CP007275.1","73-1176/1176","===============","0/0",93.88,100,"EC_custom_Feb_2020",NA,"neuC_CP007275.1",NA,1
"1879","ESC_SA8291AA_AS","NODE_69_length_18573_cov_5.842288","5046","7370","-","EC_custom_Feb_2020_fecA_NC_000913.3","1-2325/2325","===============","0/0",100,99.78,"EC_custom_Feb_2020",NA,"fecA_NC_000913.3",NA,1
"1880","ESC_SA8291AA_AS","NODE_73_length_14779_cov_6.530061","3512","4699","+","EC_custom_Feb_2020_etsA_KU578032","1-1188/1188","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"etsA_KU578032",NA,1
"1881","ESC_SA8291AA_AS","NODE_75_length_13724_cov_6.159383","736","2937","-","EC_custom_Feb_2020_iutA_KU578032.1","1-2202/2202","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"iutA_KU578032.1",NA,1
"1882","ESC_SA8291AA_AS","NODE_75_length_13724_cov_6.159383","3019","4296","-","EC_custom_Feb_2020_iucD_AY545598.5","1-1278/1278","===============","0/0",100,99.92,"EC_custom_Feb_2020",NA,"iucD_AY545598.5",NA,1
"1883","ESC_SA8291AA_AS","NODE_79_length_11788_cov_5.406884","7130","7366","+","EC_custom_Feb_2020_cvi_AY545598.5","1-237/237","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"cvi_AY545598.5",NA,1
"1884","ESC_SA8291AA_AS","NODE_79_length_11788_cov_5.406884","7344","7655","-","EC_custom_Feb_2020_cvaC_X57525.1","1-312/312","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"cvaC_X57525.1",NA,1
"1885","ESC_SA8291AA_AS","NODE_79_length_11788_cov_5.406884","7825","9939","-","EC_custom_Feb_2020_cvaB_AY545598.5","1-2115/2115","===============","0/0",100,99.91,"EC_custom_Feb_2020",NA,"cvaB_AY545598.5",NA,1
"1886","ESC_SA8291AA_AS","NODE_79_length_11788_cov_5.406884","9914","10825","-","EC_custom_Feb_2020_cvaA_AY545598.5","1-912/912","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"cvaA_AY545598.5",NA,1
"1887","ESC_SA8291AA_AS","NODE_9_length_130146_cov_5.914363","5958","6860","+","EC_custom_Feb_2020_fimH_CP015076.1","1-903/903","===============","0/0",100,98.67,"EC_custom_Feb_2020",NA,"fimH_CP015076.1",NA,1
"1888","ESC_SA8296AA_AS","NODE_157_length_765_cov_8.375380","362","583","-","EC_custom_Feb_2020_yeeT_|VFG1529","1-222/222","===============","0/0",100,90.54,"EC_custom_Feb_2020",NA,"yeeT_|VFG1529",NA,1
"1889","ESC_SA8296AA_AS","NODE_32_length_52700_cov_8.172837","50642","51682","+","EC_custom_Feb_2020_usp_AB056439","1-1041/1041","===============","0/0",100,99.9,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"1890","ESC_SA8296AA_AS","NODE_35_length_49289_cov_7.260725","18959","25084","+","EC_custom_Feb_2020_irp2_(gi:117624162)|VFG012550","1-6126/6126","===============","0/0",100,99.98,"EC_custom_Feb_2020",NA,"irp2_(gi:117624162)|VFG012550",NA,1
"1891","ESC_SA8296AA_AS","NODE_35_length_49289_cov_7.260725","38272","40293","+","EC_custom_Feb_2020_fyuA_Z35106.1","1-2022/2022","===============","0/0",100,99.75,"EC_custom_Feb_2020",NA,"fyuA_Z35106.1",NA,1
"1892","ESC_SA8296AA_AS","NODE_38_length_43310_cov_8.307270","6865","7767","-","EC_custom_Feb_2020_fimH_CP015076.1","1-903/903","===============","0/0",100,98.67,"EC_custom_Feb_2020",NA,"fimH_CP015076.1",NA,1
"1893","ESC_SA8296AA_AS","NODE_38_length_43310_cov_8.307270","42901","43122","-","EC_custom_Feb_2020_yeeT_|VFG1529","1-222/222","===============","0/0",100,95.05,"EC_custom_Feb_2020",NA,"yeeT_|VFG1529",NA,1
"1894","ESC_SA8296AA_AS","NODE_4_length_173031_cov_8.488775","33218","34798","-","EC_custom_Feb_2020_malX_AF081286.1:c2588-1008","1-1581/1581","===============","0/0",100,98.8,"EC_custom_Feb_2020",NA,"malX_AF081286.1:c2588-1008",NA,1
"1895","ESC_SA8296AA_AS","NODE_51_length_35013_cov_11.572452","21851","22582","+","EC_custom_Feb_2020_traT_CP018978.1","1-732/732","===============","0/0",100,98.77,"EC_custom_Feb_2020",NA,"traT_CP018978.1",NA,1
"1896","ESC_SA8296AA_AS","NODE_54_length_30711_cov_8.832244","5772","6527","-","EC_custom_Feb_2020_tia_CU928161","1-756/756","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"tia_CU928161",NA,1
"1897","ESC_SA8296AA_AS","NODE_54_length_30711_cov_8.832244","6878","7888","-","EC_custom_Feb_2020_papGII_DQ095216.1","1-1011/1011","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papGII_DQ095216.1",NA,1
"1898","ESC_SA8296AA_AS","NODE_54_length_30711_cov_8.832244","7932","8462","-","EC_custom_Feb_2020_papF_CU928161","1-531/531","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papF_CU928161",NA,1
"1899","ESC_SA8296AA_AS","NODE_54_length_30711_cov_8.832244","8507","9046","-","EC_custom_Feb_2020_papE_CU928161","1-540/540","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papE_CU928161",NA,1
"1900","ESC_SA8296AA_AS","NODE_54_length_30711_cov_8.832244","9055","9594","-","EC_custom_Feb_2020_papK_CU928161","1-540/540","===============","0/0",100,99.81,"EC_custom_Feb_2020",NA,"papK_CU928161",NA,1
"1901","ESC_SA8296AA_AS","NODE_54_length_30711_cov_8.832244","9601","10182","-","EC_custom_Feb_2020_papJ_CU928161","1-582/582","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papJ_CU928161",NA,1
"1902","ESC_SA8296AA_AS","NODE_54_length_30711_cov_8.832244","10219","10953","-","EC_custom_Feb_2020_papD_CU928161","1-735/735","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papD_CU928161",NA,1
"1903","ESC_SA8296AA_AS","NODE_54_length_30711_cov_8.832244","11024","13555","-","EC_custom_Feb_2020_papC_CU928161","1-2532/2532","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papC_CU928161",NA,1
"1904","ESC_SA8296AA_AS","NODE_54_length_30711_cov_8.832244","13593","14180","-","EC_custom_Feb_2020_papH_CU928161","1-588/588","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papH_CU928161",NA,1
"1905","ESC_SA8296AA_AS","NODE_54_length_30711_cov_8.832244","14243","14824","-","EC_custom_Feb_2020_papA_CU928161","1-582/582","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papA_CU928161",NA,1
"1906","ESC_SA8296AA_AS","NODE_54_length_30711_cov_8.832244","14998","15312","-","EC_custom_Feb_2020_papB_CU928161","1-315/315","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papB_CU928161",NA,1
"1907","ESC_SA8296AA_AS","NODE_54_length_30711_cov_8.832244","15616","15921","-","EC_custom_Feb_2020_papI_DQ095216.1","1-306/306","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papI_DQ095216.1",NA,1
"1908","ESC_SA8296AA_AS","NODE_59_length_27781_cov_8.565693","11202","13526","+","EC_custom_Feb_2020_fecA_NC_000913.3","1-2325/2325","===============","0/0",100,99.78,"EC_custom_Feb_2020",NA,"fecA_NC_000913.3",NA,1
"1909","ESC_SA8296AA_AS","NODE_68_length_23163_cov_8.131202","22735","22956","-","EC_custom_Feb_2020_yeeT_|VFG1529","1-222/222","===============","0/0",100,98.65,"EC_custom_Feb_2020",NA,"yeeT_|VFG1529",NA,1
"1910","ESC_SA8296AA_AS","NODE_72_length_20572_cov_6.534425","392","1567","+","EC_custom_Feb_2020_neuC_CP007275.1","1-1176/1176","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"neuC_CP007275.1",NA,1
"1911","ESC_SA8296AA_AS","NODE_72_length_20572_cov_6.534425","4530","5973","+","EC_custom_Feb_2020_kpsMT(II)_K2:CP000468.1:|APEC-O1|3376659-3378102","1-1444/1444","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"kpsMT(II)_K2:CP000468.1:|APEC-O1|3376659-3378102",NA,1
"1912","ESC_SA8296AA_AS","NODE_74_length_19159_cov_11.330726","10079","11266","-","EC_custom_Feb_2020_etsA_KU578032","1-1188/1188","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"etsA_KU578032",NA,1
"1913","ESC_SA8296AA_AS","NODE_74_length_19159_cov_11.330726","15548","16501","+","EC_custom_Feb_2020_ompT_HM210637.1","1-954/954","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"ompT_HM210637.1",NA,1
"1914","ESC_SA8296AA_AS","NODE_74_length_19159_cov_11.330726","16934","18043","+","EC_custom_Feb_2020_hylF_CP000836.1","1-1110/1110","===============","0/0",100,99.82,"EC_custom_Feb_2020",NA,"hylF_CP000836.1",NA,1
"1915","ESC_SA8296AA_AS","NODE_81_length_15720_cov_8.654583","2097","2318","+","EC_custom_Feb_2020_yeeT_|VFG1529","1-222/222","===============","0/0",100,95.5,"EC_custom_Feb_2020",NA,"yeeT_|VFG1529",NA,1
"1916","ESC_SA8296AA_AS","NODE_88_length_12642_cov_12.091743","734","2935","-","EC_custom_Feb_2020_iutA_KU578032.1","1-2202/2202","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"iutA_KU578032.1",NA,1
"1917","ESC_SA8296AA_AS","NODE_88_length_12642_cov_12.091743","3017","4294","-","EC_custom_Feb_2020_iucD_AY545598.5","1-1278/1278","===============","0/0",100,99.92,"EC_custom_Feb_2020",NA,"iucD_AY545598.5",NA,1
"1918","ESC_SA8296AA_AS","NODE_89_length_12479_cov_9.152764","3659","3880","-","EC_custom_Feb_2020_yeeT_|VFG1529","1-222/222","===============","0/0",100,93.24,"EC_custom_Feb_2020",NA,"yeeT_|VFG1529",NA,1
"1919","ESC_SA8296AA_AS","NODE_90_length_11831_cov_10.337257","7152","7388","+","EC_custom_Feb_2020_cvi_AY545598.5","1-237/237","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"cvi_AY545598.5",NA,1
"1920","ESC_SA8296AA_AS","NODE_90_length_11831_cov_10.337257","7366","7677","-","EC_custom_Feb_2020_cvaC_X57525.1","1-312/312","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"cvaC_X57525.1",NA,1
"1921","ESC_SA8296AA_AS","NODE_90_length_11831_cov_10.337257","7847","9961","-","EC_custom_Feb_2020_cvaB_AY545598.5","1-2115/2115","===============","0/0",100,99.91,"EC_custom_Feb_2020",NA,"cvaB_AY545598.5",NA,1
"1922","ESC_SA8296AA_AS","NODE_90_length_11831_cov_10.337257","9936","10847","-","EC_custom_Feb_2020_cvaA_AY545598.5","1-912/912","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"cvaA_AY545598.5",NA,1
"1923","ESC_SA8312AA_AS","NODE_107_length_765_cov_4.366261","362","583","-","EC_custom_Feb_2020_yeeT_|VFG1529","1-222/222","===============","0/0",100,90.54,"EC_custom_Feb_2020",NA,"yeeT_|VFG1529",NA,1
"1924","ESC_SA8312AA_AS","NODE_125_length_576_cov_4.059701","165","386","+","EC_custom_Feb_2020_yeeT_|VFG1529","1-222/222","===============","0/0",100,95.5,"EC_custom_Feb_2020",NA,"yeeT_|VFG1529",NA,1
"1925","ESC_SA8312AA_AS","NODE_18_length_86459_cov_5.044087","84270","85184","+","EC_custom_Feb_2020_sitA_(gi:386604842)|VFG034204","1-915/915","===============","0/0",100,99.56,"EC_custom_Feb_2020",NA,"sitA_(gi:386604842)|VFG034204",NA,1
"1926","ESC_SA8312AA_AS","NODE_1_length_492045_cov_4.938462","30783","32804","-","EC_custom_Feb_2020_fyuA_Z35106.1","1-2022/2022","===============","0/0",100,99.75,"EC_custom_Feb_2020",NA,"fyuA_Z35106.1",NA,1
"1927","ESC_SA8312AA_AS","NODE_1_length_492045_cov_4.938462","45992","52117","-","EC_custom_Feb_2020_irp2_(gi:117624162)|VFG012550","1-6126/6126","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"irp2_(gi:117624162)|VFG012550",NA,1
"1928","ESC_SA8312AA_AS","NODE_22_length_45467_cov_6.180974","30304","31035","+","EC_custom_Feb_2020_traT_CP018978.1","1-732/732","===============","0/0",100,99.04,"EC_custom_Feb_2020",NA,"traT_CP018978.1",NA,1
"1929","ESC_SA8312AA_AS","NODE_26_length_39375_cov_5.485281","6515","7270","-","EC_custom_Feb_2020_tia_CU928161","1-756/756","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"tia_CU928161",NA,1
"1930","ESC_SA8312AA_AS","NODE_26_length_39375_cov_5.485281","7621","8631","-","EC_custom_Feb_2020_papGII_DQ095216.1","1-1011/1011","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papGII_DQ095216.1",NA,1
"1931","ESC_SA8312AA_AS","NODE_26_length_39375_cov_5.485281","8675","9205","-","EC_custom_Feb_2020_papF_CU928161","1-531/531","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papF_CU928161",NA,1
"1932","ESC_SA8312AA_AS","NODE_26_length_39375_cov_5.485281","9250","9789","-","EC_custom_Feb_2020_papE_CU928161","1-540/540","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papE_CU928161",NA,1
"1933","ESC_SA8312AA_AS","NODE_26_length_39375_cov_5.485281","9798","10337","-","EC_custom_Feb_2020_papK_CU928161","1-540/540","===============","0/0",100,99.81,"EC_custom_Feb_2020",NA,"papK_CU928161",NA,1
"1934","ESC_SA8312AA_AS","NODE_26_length_39375_cov_5.485281","10344","10925","-","EC_custom_Feb_2020_papJ_CU928161","1-582/582","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papJ_CU928161",NA,1
"1935","ESC_SA8312AA_AS","NODE_26_length_39375_cov_5.485281","10962","11696","-","EC_custom_Feb_2020_papD_CU928161","1-735/735","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papD_CU928161",NA,1
"1936","ESC_SA8312AA_AS","NODE_26_length_39375_cov_5.485281","11767","14298","-","EC_custom_Feb_2020_papC_CU928161","1-2532/2532","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papC_CU928161",NA,1
"1937","ESC_SA8312AA_AS","NODE_26_length_39375_cov_5.485281","14336","14923","-","EC_custom_Feb_2020_papH_CU928161","1-588/588","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papH_CU928161",NA,1
"1938","ESC_SA8312AA_AS","NODE_26_length_39375_cov_5.485281","14986","15567","-","EC_custom_Feb_2020_papA_CU928161","1-582/582","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papA_CU928161",NA,1
"1939","ESC_SA8312AA_AS","NODE_26_length_39375_cov_5.485281","15741","16055","-","EC_custom_Feb_2020_papB_CU928161","1-315/315","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papB_CU928161",NA,1
"1940","ESC_SA8312AA_AS","NODE_26_length_39375_cov_5.485281","16359","16664","-","EC_custom_Feb_2020_papI_DQ095216.1","1-306/306","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papI_DQ095216.1",NA,1
"1941","ESC_SA8312AA_AS","NODE_32_length_29008_cov_7.444933","16247","17434","-","EC_custom_Feb_2020_etsA_KU578032","1-1188/1188","===============","0/0",100,98.74,"EC_custom_Feb_2020",NA,"etsA_KU578032",NA,1
"1942","ESC_SA8312AA_AS","NODE_32_length_29008_cov_7.444933","20838","21791","+","EC_custom_Feb_2020_ompT_HM210637.1","1-954/954","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"ompT_HM210637.1",NA,1
"1943","ESC_SA8312AA_AS","NODE_32_length_29008_cov_7.444933","22223","23332","+","EC_custom_Feb_2020_hylF_CP000836.1","1-1110/1110","===============","0/0",100,99.73,"EC_custom_Feb_2020",NA,"hylF_CP000836.1",NA,1
"1944","ESC_SA8312AA_AS","NODE_36_length_24393_cov_5.520917","15803","16978","+","EC_custom_Feb_2020_neuC_CP007275.1","1-1176/1176","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"neuC_CP007275.1",NA,1
"1945","ESC_SA8312AA_AS","NODE_36_length_24393_cov_5.520917","19941","21384","+","EC_custom_Feb_2020_kpsMT(II)_K2:CP000468.1:|APEC-O1|3376659-3378102","1-1444/1444","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"kpsMT(II)_K2:CP000468.1:|APEC-O1|3376659-3378102",NA,1
"1946","ESC_SA8312AA_AS","NODE_3_length_417236_cov_4.703691","416808","417029","-","EC_custom_Feb_2020_yeeT_|VFG1529","1-222/222","===============","0/0",100,98.65,"EC_custom_Feb_2020",NA,"yeeT_|VFG1529",NA,1
"1947","ESC_SA8312AA_AS","NODE_40_length_21596_cov_6.971800","17970","18881","+","EC_custom_Feb_2020_cvaA_AY545598.5","1-912/912","===============","0/0",100,99.89,"EC_custom_Feb_2020",NA,"cvaA_AY545598.5",NA,1
"1948","ESC_SA8312AA_AS","NODE_40_length_21596_cov_6.971800","18856","20970","+","EC_custom_Feb_2020_cvaB_AY545598.5","1-2115/2115","===============","0/0",100,99.95,"EC_custom_Feb_2020",NA,"cvaB_AY545598.5",NA,1
"1949","ESC_SA8312AA_AS","NODE_40_length_21596_cov_6.971800","21140","21445","+","EC_custom_Feb_2020_cvaC_X57525.1","1-306/312","===============","0/0",98.08,100,"EC_custom_Feb_2020",NA,"cvaC_X57525.1",NA,1
"1950","ESC_SA8312AA_AS","NODE_42_length_13909_cov_5.205043","9687","12011","-","EC_custom_Feb_2020_fecA_NC_000913.3","1-2325/2325","===============","0/0",100,99.78,"EC_custom_Feb_2020",NA,"fecA_NC_000913.3",NA,1
"1951","ESC_SA8312AA_AS","NODE_43_length_12340_cov_6.520314","8349","9626","+","EC_custom_Feb_2020_iucD_AY545598.5","1-1278/1278","===============","0/0",100,99.92,"EC_custom_Feb_2020",NA,"iucD_AY545598.5",NA,1
"1952","ESC_SA8312AA_AS","NODE_43_length_12340_cov_6.520314","9708","11909","+","EC_custom_Feb_2020_iutA_KU578032.1","1-2202/2202","===============","0/0",100,99.91,"EC_custom_Feb_2020",NA,"iutA_KU578032.1",NA,1
"1953","ESC_SA8312AA_AS","NODE_4_length_375624_cov_4.923652","23904","24125","+","EC_custom_Feb_2020_yeeT_|VFG1529","1-222/222","===============","0/0",100,95.05,"EC_custom_Feb_2020",NA,"yeeT_|VFG1529",NA,1
"1954","ESC_SA8312AA_AS","NODE_4_length_375624_cov_4.923652","59260","60162","+","EC_custom_Feb_2020_fimH_CP015076.1","1-903/903","===============","0/0",100,98.67,"EC_custom_Feb_2020",NA,"fimH_CP015076.1",NA,1
"1955","ESC_SA8312AA_AS","NODE_4_length_375624_cov_4.923652","272466","273506","+","EC_custom_Feb_2020_usp_AB056439","1-1041/1041","===============","0/0",100,99.9,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"1956","ESC_SA8312AA_AS","NODE_5_length_355511_cov_4.930980","151143","152723","+","EC_custom_Feb_2020_malX_AF081286.1:c2588-1008","1-1581/1581","===============","0/0",100,98.8,"EC_custom_Feb_2020",NA,"malX_AF081286.1:c2588-1008",NA,1
"1957","ESC_SA8312AA_AS","NODE_60_length_5108_cov_5.084183","3659","3880","-","EC_custom_Feb_2020_yeeT_|VFG1529","1-222/222","===============","0/0",100,93.24,"EC_custom_Feb_2020",NA,"yeeT_|VFG1529",NA,1
"1958","ESC_SA8312AA_AS","NODE_74_length_2767_cov_8.133835","105","331","-","EC_custom_Feb_2020_cvi_AY545598.5","1-227/237","===============","0/0",95.78,100,"EC_custom_Feb_2020",NA,"cvi_AY545598.5",NA,1
"1959","ESC_SA8312AA_AS","NODE_8_length_225326_cov_5.244788","5676","6998","-","EC_custom_Feb_2020_eitD_AY545598.5","1-1323/1323","===============","0/0",100,99.92,"EC_custom_Feb_2020",NA,"eitD_AY545598.5",NA,1
"1960","ESC_SA8312AA_AS","NODE_8_length_225326_cov_5.244788","6920","7684","-","EC_custom_Feb_2020_eitC_AY545598.5","1-765/765","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"eitC_AY545598.5",NA,1
"1961","ESC_SA8312AA_AS","NODE_8_length_225326_cov_5.244788","7681","8718","-","EC_custom_Feb_2020_eitB_AY545598.5","1-1038/1038","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"eitB_AY545598.5",NA,1
"1962","ESC_SA8312AA_AS","NODE_8_length_225326_cov_5.244788","8718","9716","-","EC_custom_Feb_2020_eitA_AY545598.5","1-999/999","===============","0/0",100,99.8,"EC_custom_Feb_2020",NA,"eitA_AY545598.5",NA,1
"1963","ESC_SA8312AA_AS","NODE_9_length_203966_cov_4.879284","132311","133047","+","EC_custom_Feb_2020_gimB-marker_CP002167.1","1-737/737","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"gimB-marker_CP002167.1",NA,1
"1964","ESC_VA0598AA_AS","NODE_10_length_167898_cov_8.761323","2304","2525","+","EC_custom_Feb_2020_yeeT_|VFG1529","1-222/222","===============","0/0",100,90.54,"EC_custom_Feb_2020",NA,"yeeT_|VFG1529",NA,1
"1965","ESC_VA0598AA_AS","NODE_22_length_56115_cov_6.006412","14490","15221","-","EC_custom_Feb_2020_traT_CP018978.1","1-732/732","===============","0/0",100,98.77,"EC_custom_Feb_2020",NA,"traT_CP018978.1",NA,1
"1966","ESC_VA0598AA_AS","NODE_27_length_38847_cov_9.575723","22732","23037","+","EC_custom_Feb_2020_papI_DQ095216.1","1-306/306","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papI_DQ095216.1",NA,1
"1967","ESC_VA0598AA_AS","NODE_27_length_38847_cov_9.575723","23341","23655","+","EC_custom_Feb_2020_papB_CU928161","1-315/315","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papB_CU928161",NA,1
"1968","ESC_VA0598AA_AS","NODE_27_length_38847_cov_9.575723","23829","24410","+","EC_custom_Feb_2020_papA_CU928161","1-582/582","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papA_CU928161",NA,1
"1969","ESC_VA0598AA_AS","NODE_27_length_38847_cov_9.575723","24473","25060","+","EC_custom_Feb_2020_papH_CU928161","1-588/588","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papH_CU928161",NA,1
"1970","ESC_VA0598AA_AS","NODE_27_length_38847_cov_9.575723","25098","27629","+","EC_custom_Feb_2020_papC_CU928161","1-2532/2532","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papC_CU928161",NA,1
"1971","ESC_VA0598AA_AS","NODE_27_length_38847_cov_9.575723","27700","28434","+","EC_custom_Feb_2020_papD_CU928161","1-735/735","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papD_CU928161",NA,1
"1972","ESC_VA0598AA_AS","NODE_27_length_38847_cov_9.575723","28471","29052","+","EC_custom_Feb_2020_papJ_CU928161","1-582/582","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papJ_CU928161",NA,1
"1973","ESC_VA0598AA_AS","NODE_27_length_38847_cov_9.575723","29059","29598","+","EC_custom_Feb_2020_papK_CU928161","1-540/540","===============","0/0",100,99.81,"EC_custom_Feb_2020",NA,"papK_CU928161",NA,1
"1974","ESC_VA0598AA_AS","NODE_27_length_38847_cov_9.575723","29607","30146","+","EC_custom_Feb_2020_papE_CU928161","1-540/540","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papE_CU928161",NA,1
"1975","ESC_VA0598AA_AS","NODE_27_length_38847_cov_9.575723","30191","30721","+","EC_custom_Feb_2020_papF_CU928161","1-531/531","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papF_CU928161",NA,1
"1976","ESC_VA0598AA_AS","NODE_27_length_38847_cov_9.575723","30765","31775","+","EC_custom_Feb_2020_papGII_DQ095216.1","1-1011/1011","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papGII_DQ095216.1",NA,1
"1977","ESC_VA0598AA_AS","NODE_27_length_38847_cov_9.575723","32126","32881","+","EC_custom_Feb_2020_tia_CU928161","1-756/756","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"tia_CU928161",NA,1
"1978","ESC_VA0598AA_AS","NODE_28_length_38125_cov_9.154377","17377","19701","+","EC_custom_Feb_2020_fecA_NC_000913.3","1-2325/2325","===============","0/0",100,99.74,"EC_custom_Feb_2020",NA,"fecA_NC_000913.3",NA,1
"1979","ESC_VA0598AA_AS","NODE_30_length_34737_cov_8.582722","34289","34510","-","EC_custom_Feb_2020_yeeT_|VFG1529","1-222/222","===============","0/0",100,98.65,"EC_custom_Feb_2020",NA,"yeeT_|VFG1529",NA,1
"1980","ESC_VA0598AA_AS","NODE_35_length_26577_cov_6.365747","4757","4993","+","EC_custom_Feb_2020_cvi_AY545598.5","1-237/237","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"cvi_AY545598.5",NA,1
