"","name","SEQUENCE","START","END","STRAND","GENE","COVERAGE","COVERAGE_MAP","GAPS","perc_coverage","perc_identity","DATABASE","ACCESSION","PRODUCT","RESISTANCE","gene_present"
"361","ESC_HA6418AA_AS","NODE_38_length_18995_cov_13.727_ID_75","10633","10744","+","ISfinder_Feb_2020_IS3F:CU928158","1134-1245/1258",".............==","0/0",8.9,87.5,"ISfinder_Feb_2020",NA,"IS3F:CU928158",NA,1
"362","ESC_HA6418AA_AS","NODE_38_length_18995_cov_13.727_ID_75","11428","11580","-","ISfinder_Feb_2020_IS102:J01728","859-1021/1057","......../...===","1/10",14.47,76.07,"ISfinder_Feb_2020",NA,"IS102:J01728",NA,1
"363","ESC_HA6418AA_AS","NODE_39_length_15489_cov_14.9051_ID_77","9585","9694","+","ISfinder_Feb_2020_ISSham1:NC_008700","517-626/626","............===","0/0",17.57,81.82,"ISfinder_Feb_2020",NA,"ISSham1:NC_008700",NA,1
"364","ESC_HA6418AA_AS","NODE_3_length_360816_cov_13.2498_ID_5","353272","353491","-","ISfinder_Feb_2020_ISKpn42:CP025642","942-1161/1161","............===","0/0",18.95,85,"ISfinder_Feb_2020",NA,"ISKpn42:CP025642",NA,1
"365","ESC_HA6418AA_AS","NODE_41_length_10846_cov_15.525_ID_81","5128","6395","+","ISfinder_Feb_2020_ISEch14:CP002038","368-1634/1666","...=====/======","3/3",75.99,79.67,"ISfinder_Feb_2020",NA,"ISEch14:CP002038",NA,1
"366","ESC_HA6418AA_AS","NODE_41_length_10846_cov_15.525_ID_81","6421","6869","+","ISfinder_Feb_2020_IS91:X17114","1390-1829/1829","......../..====","4/13",23.95,81.15,"ISfinder_Feb_2020",NA,"IS91:X17114",NA,1
"367","ESC_HA6418AA_AS","NODE_47_length_9219_cov_15.1582_ID_93","343","580","+","ISfinder_Feb_2020_IS911:X17613","545-789/1250","......==/=.....","3/7",19.04,80.82,"ISfinder_Feb_2020",NA,"IS911:X17613",NA,1
"368","ESC_HA6418AA_AS","NODE_47_length_9219_cov_15.1582_ID_93","1885","2069","+","ISfinder_Feb_2020_ISCro3:[]","579-763/1430","......===......","0/0",12.94,77.3,"ISfinder_Feb_2020",NA,"ISCro3:[]",NA,1
"369","ESC_HA6418AA_AS","NODE_4_length_359850_cov_13.1082_ID_7","31625","31715","-","ISfinder_Feb_2020_IS621:NC_009800","1335-1425/1425","..............=","0/0",6.39,87.91,"ISfinder_Feb_2020",NA,"IS621:NC_009800",NA,1
"370","ESC_HA6418AA_AS","NODE_56_length_7181_cov_25.3919_ID_111","6213","6650","-","ISfinder_Feb_2020_ISEc23:[]","2081-2532/2532","......../...===","3/14",17.3,83.19,"ISfinder_Feb_2020",NA,"ISEc23:[]",NA,1
"371","ESC_HA6418AA_AS","NODE_58_length_6188_cov_12.9218_ID_115","3330","3613","+","ISfinder_Feb_2020_IS21:X14793","218-501/2131",".===..../......","2/4",13.23,87.06,"ISfinder_Feb_2020",NA,"IS21:X14793",NA,1
"372","ESC_HA6418AA_AS","NODE_69_length_4029_cov_14.4325_ID_137","3705","3884","-","ISfinder_Feb_2020_IS609:BA000007","1567-1748/1748","......../....==","1/2",10.3,82.97,"ISfinder_Feb_2020",NA,"IS609:BA000007",NA,1
"373","ESC_HA6418AA_AS","NODE_70_length_3768_cov_18.3662_ID_139","2283","2639","+","ISfinder_Feb_2020_ISEc49:NC_004431","2195-2560/2766","......../...==.","2/11",12.87,80.93,"ISfinder_Feb_2020",NA,"ISEc49:NC_004431",NA,1
"374","ESC_HA6418AA_AS","NODE_88_length_1447_cov_24.2691_ID_175","691","845","+","ISfinder_Feb_2020_ISEc1:L02370","1-155/1291","==.............","0/0",12.01,85.81,"ISfinder_Feb_2020",NA,"ISEc1:L02370",NA,1
"375","ESC_HA6420AA_AS","NODE_13_length_162905_cov_12.2419_ID_25","603","757","-","ISfinder_Feb_2020_ISEc1:L02370","1-155/1291","==.............","0/0",12.01,85.81,"ISfinder_Feb_2020",NA,"ISEc1:L02370",NA,1
"376","ESC_HA6420AA_AS","NODE_15_length_137194_cov_12.9188_ID_29","131096","131292","-","ISfinder_Feb_2020_ISEc5:L02372","323-519/1291","...====........","0/0",15.26,85.28,"ISfinder_Feb_2020",NA,"ISEc5:L02372",NA,1
"377","ESC_HA6420AA_AS","NODE_17_length_129446_cov_13.1965_ID_33","70651","70739","-","ISfinder_Feb_2020_IS621:NC_009800","1336-1424/1425","..............=","0/0",6.25,86.52,"ISfinder_Feb_2020",NA,"IS621:NC_009800",NA,1
"378","ESC_HA6420AA_AS","NODE_25_length_49546_cov_13.7305_ID_49","8019","8128","+","ISfinder_Feb_2020_ISSham1:NC_008700","517-626/626","............===","0/0",17.57,81.82,"ISfinder_Feb_2020",NA,"ISSham1:NC_008700",NA,1
"379","ESC_HA6420AA_AS","NODE_28_length_38894_cov_13.357_ID_55","31350","31569","-","ISfinder_Feb_2020_ISKpn42:CP025642","942-1161/1161","............===","0/0",18.95,85,"ISfinder_Feb_2020",NA,"ISKpn42:CP025642",NA,1
"380","ESC_HA6420AA_AS","NODE_2_length_490924_cov_12.0259_ID_3","478759","478943","-","ISfinder_Feb_2020_ISCro3:[]","579-763/1430","......===......","0/0",12.94,77.3,"ISfinder_Feb_2020",NA,"ISCro3:[]",NA,1
"381","ESC_HA6420AA_AS","NODE_2_length_490924_cov_12.0259_ID_3","480248","481006","-","ISfinder_Feb_2020_IS911:X17613","6-789/1250","========/=.....","6/27",60.64,85.22,"ISfinder_Feb_2020",NA,"IS911:X17613",NA,1
"382","ESC_HA6420AA_AS","NODE_2_length_490924_cov_12.0259_ID_3","481011","481448","+","ISfinder_Feb_2020_ISEc23:[]","2081-2532/2532","......../...===","3/14",17.3,83.19,"ISfinder_Feb_2020",NA,"ISEc23:[]",NA,1
"383","ESC_HA6420AA_AS","NODE_33_length_29290_cov_11.7011_ID_65","2813","2974","+","ISfinder_Feb_2020_ISEc5:L02372","621-783/1291","......==/=.....","1/1",12.55,89.57,"ISfinder_Feb_2020",NA,"ISEc5:L02372",NA,1
"384","ESC_HA6420AA_AS","NODE_34_length_29023_cov_13.278_ID_67","2670","2919","-","ISfinder_Feb_2020_ISSfl3:AL391753","1-249/2729","==....../......","2/5",9.05,76.19,"ISfinder_Feb_2020",NA,"ISSfl3:AL391753",NA,1
"385","ESC_HA6420AA_AS","NODE_34_length_29023_cov_13.278_ID_67","6684","7158","-","ISfinder_Feb_2020_ISEc48:ADUS01000070","8-484/1336","======../......","2/2",35.55,85.74,"ISfinder_Feb_2020",NA,"ISEc48:ADUS01000070",NA,1
"386","ESC_HA6420AA_AS","NODE_34_length_29023_cov_13.278_ID_67","16001","16090","-","ISfinder_Feb_2020_IS3H:CP000035","1173-1261/1261","......../.....=","1/1",7.06,88.89,"ISfinder_Feb_2020",NA,"IS3H:CP000035",NA,1
"387","ESC_HA6420AA_AS","NODE_35_length_27741_cov_13.6675_ID_69","19193","19430","+","ISfinder_Feb_2020_IS3:X02311","1-238/1258","===...../......","3/6",18.68,88.38,"ISfinder_Feb_2020",NA,"IS3:X02311",NA,1
"388","ESC_HA6420AA_AS","NODE_35_length_27741_cov_13.6675_ID_69","19435","19546","+","ISfinder_Feb_2020_IS3F:CU928158","1134-1245/1258",".............==","0/0",8.9,87.5,"ISfinder_Feb_2020",NA,"IS3F:CU928158",NA,1
"389","ESC_HA6420AA_AS","NODE_35_length_27741_cov_13.6675_ID_69","20230","20382","-","ISfinder_Feb_2020_IS102:J01728","859-1021/1057","......../...===","1/10",14.47,76.07,"ISfinder_Feb_2020",NA,"IS102:J01728",NA,1
"390","ESC_HA6420AA_AS","NODE_36_length_23761_cov_17.6517_ID_71","9429","9794","-","ISfinder_Feb_2020_IS1351:Z83734","841-1207/1207","......../.=====","1/1",30.32,76.84,"ISfinder_Feb_2020",NA,"IS1351:Z83734",NA,1
"391","ESC_HA6420AA_AS","NODE_36_length_23761_cov_17.6517_ID_71","11121","11205","-","ISfinder_Feb_2020_IS1351:Z83734","743-827/1207",".........==....","0/0",7.04,88.23,"ISfinder_Feb_2020",NA,"IS1351:Z83734",NA,1
"392","ESC_HA6420AA_AS","NODE_36_length_23761_cov_17.6517_ID_71","11569","11906","+","ISfinder_Feb_2020_ISEhe3:AF327445","868-1229/1229","......../.=====","5/24",27.5,78.18,"ISfinder_Feb_2020",NA,"ISEhe3:AF327445",NA,1
"393","ESC_HA6420AA_AS","NODE_50_length_8275_cov_14.1731_ID_99","2475","3742","+","ISfinder_Feb_2020_ISEch14:CP002038","368-1634/1666","...=====/======","3/3",75.99,79.67,"ISfinder_Feb_2020",NA,"ISEch14:CP002038",NA,1
"394","ESC_HA6420AA_AS","NODE_50_length_8275_cov_14.1731_ID_99","3768","4216","+","ISfinder_Feb_2020_IS91:X17114","1390-1829/1829","......../..====","4/13",23.95,81.15,"ISfinder_Feb_2020",NA,"IS91:X17114",NA,1
"395","ESC_HA6420AA_AS","NODE_60_length_6154_cov_12.5016_ID_119","3330","3613","+","ISfinder_Feb_2020_IS21:X14793","218-501/2131",".===..../......","2/4",13.23,87.06,"ISfinder_Feb_2020",NA,"IS21:X14793",NA,1
"396","ESC_HA6420AA_AS","NODE_6_length_230456_cov_12.3942_ID_11","67920","68003","-","ISfinder_Feb_2020_MITEEc1:U00096","1-84/123","===========....","0/0",68.29,89.29,"ISfinder_Feb_2020",NA,"MITEEc1:U00096",NA,1
"397","ESC_HA6420AA_AS","NODE_71_length_3529_cov_12.9187_ID_141","2044","2400","+","ISfinder_Feb_2020_ISEc49:NC_004431","2195-2560/2766","......../...==.","2/11",12.87,80.93,"ISfinder_Feb_2020",NA,"ISEc49:NC_004431",NA,1
"398","ESC_HA6420AA_AS","NODE_7_length_205585_cov_13.1709_ID_13","31824","31914","-","ISfinder_Feb_2020_IS621:NC_009800","1335-1425/1425","..............=","0/0",6.39,87.91,"ISfinder_Feb_2020",NA,"IS621:NC_009800",NA,1
"399","ESC_HA6420AA_AS","NODE_83_length_2045_cov_16.835_ID_165","1411","1551","-","ISfinder_Feb_2020_IS200:X56834","1-143/709","===...../......","2/4",19.75,76.39,"ISfinder_Feb_2020",NA,"IS200:X56834",NA,1
"400","ESC_HA6420AA_AS","NODE_91_length_1437_cov_17.8267_ID_181","987","1080","+","ISfinder_Feb_2020_IS1396:AF027768","1630-1723/1771",".............==","0/0",5.31,86.17,"ISfinder_Feb_2020",NA,"IS1396:AF027768",NA,1
"401","ESC_HB8007AA_AS","ESC_HB8007AA_AS_NODE_11_length_115414_cov_42.123639","31878","31968","-","ISfinder_Feb_2020_IS621:NC_009800","1335-1425/1425","..............=","0/0",6.39,87.91,"ISfinder_Feb_2020",NA,"IS621:NC_009800",NA,1
"402","ESC_HB8007AA_AS","ESC_HB8007AA_AS_NODE_130_length_3149_cov_48.918266","2323","2679","+","ISfinder_Feb_2020_ISEc49:NC_004431","2195-2560/2766","......../...==.","2/11",12.87,80.93,"ISfinder_Feb_2020",NA,"ISEc49:NC_004431",NA,1
"403","ESC_HB8007AA_AS","ESC_HB8007AA_AS_NODE_23_length_68539_cov_32.884289","56310","56494","-","ISfinder_Feb_2020_ISCro3:[]","579-763/1430","......===......","0/0",12.94,77.3,"ISfinder_Feb_2020",NA,"ISCro3:[]",NA,1
"404","ESC_HB8007AA_AS","ESC_HB8007AA_AS_NODE_23_length_68539_cov_32.884289","57799","58557","-","ISfinder_Feb_2020_IS911:X17613","6-789/1250","========/=.....","6/27",60.64,85.22,"ISfinder_Feb_2020",NA,"IS911:X17613",NA,1
"405","ESC_HB8007AA_AS","ESC_HB8007AA_AS_NODE_23_length_68539_cov_32.884289","58562","58999","+","ISfinder_Feb_2020_ISEc23:[]","2081-2532/2532","......../...===","3/14",17.3,83.19,"ISfinder_Feb_2020",NA,"ISEc23:[]",NA,1
"406","ESC_HB8007AA_AS","ESC_HB8007AA_AS_NODE_2_length_255337_cov_35.203566","11913","11996","+","ISfinder_Feb_2020_MITEEc1:U00096","1-84/123","===========....","0/0",68.29,89.29,"ISfinder_Feb_2020",NA,"MITEEc1:U00096",NA,1
"407","ESC_HB8007AA_AS","ESC_HB8007AA_AS_NODE_31_length_52497_cov_33.052645","51701","51855","+","ISfinder_Feb_2020_ISEc1:L02370","1-155/1291","==.............","0/0",12.01,85.81,"ISfinder_Feb_2020",NA,"ISEc1:L02370",NA,1
"408","ESC_HB8007AA_AS","ESC_HB8007AA_AS_NODE_39_length_41275_cov_43.760645","24582","24670","-","ISfinder_Feb_2020_IS621:NC_009800","1336-1424/1425","..............=","0/0",6.25,86.52,"ISfinder_Feb_2020",NA,"IS621:NC_009800",NA,1
"409","ESC_HB8007AA_AS","ESC_HB8007AA_AS_NODE_47_length_35045_cov_43.304628","24785","24894","-","ISfinder_Feb_2020_ISSham1:NC_008700","517-626/626","............===","0/0",17.57,81.82,"ISfinder_Feb_2020",NA,"ISSham1:NC_008700",NA,1
"410","ESC_HB8007AA_AS","ESC_HB8007AA_AS_NODE_48_length_33214_cov_44.781606","213","661","-","ISfinder_Feb_2020_IS91:X17114","1390-1829/1829","......../..====","4/13",23.95,81.15,"ISfinder_Feb_2020",NA,"IS91:X17114",NA,1
"411","ESC_HB8007AA_AS","ESC_HB8007AA_AS_NODE_48_length_33214_cov_44.781606","687","1954","-","ISfinder_Feb_2020_ISEch14:CP002038","368-1634/1666","...=====/======","3/3",75.99,79.67,"ISfinder_Feb_2020",NA,"ISEch14:CP002038",NA,1
"412","ESC_HB8007AA_AS","ESC_HB8007AA_AS_NODE_48_length_33214_cov_44.781606","6868","7117","-","ISfinder_Feb_2020_ISSfl3:AL391753","1-249/2729","==....../......","2/5",9.05,76.19,"ISfinder_Feb_2020",NA,"ISSfl3:AL391753",NA,1
"413","ESC_HB8007AA_AS","ESC_HB8007AA_AS_NODE_48_length_33214_cov_44.781606","10882","11356","-","ISfinder_Feb_2020_ISEc48:ADUS01000070","8-484/1336","======../......","2/2",35.55,85.74,"ISfinder_Feb_2020",NA,"ISEc48:ADUS01000070",NA,1
"414","ESC_HB8007AA_AS","ESC_HB8007AA_AS_NODE_48_length_33214_cov_44.781606","20199","20288","-","ISfinder_Feb_2020_IS3H:CP000035","1173-1261/1261","......../.....=","1/1",7.06,88.89,"ISfinder_Feb_2020",NA,"IS3H:CP000035",NA,1
"415","ESC_HB8007AA_AS","ESC_HB8007AA_AS_NODE_50_length_31970_cov_39.971768","5943","6139","+","ISfinder_Feb_2020_ISEc5:L02372","323-519/1291","...====........","0/0",15.26,85.28,"ISfinder_Feb_2020",NA,"ISEc5:L02372",NA,1
"416","ESC_HB8007AA_AS","ESC_HB8007AA_AS_NODE_54_length_29412_cov_32.691139","262","423","+","ISfinder_Feb_2020_ISEc5:L02372","621-783/1291","......==/=.....","1/1",12.55,89.57,"ISfinder_Feb_2020",NA,"ISEc5:L02372",NA,1
"417","ESC_HB8007AA_AS","ESC_HB8007AA_AS_NODE_57_length_27602_cov_49.063221","12859","13096","+","ISfinder_Feb_2020_IS3:X02311","1-238/1258","===...../......","3/6",18.68,88.38,"ISfinder_Feb_2020",NA,"IS3:X02311",NA,1
"418","ESC_HB8007AA_AS","ESC_HB8007AA_AS_NODE_57_length_27602_cov_49.063221","13101","13212","+","ISfinder_Feb_2020_IS3F:CU928158","1134-1245/1258",".............==","0/0",8.9,87.5,"ISfinder_Feb_2020",NA,"IS3F:CU928158",NA,1
"419","ESC_HB8007AA_AS","ESC_HB8007AA_AS_NODE_57_length_27602_cov_49.063221","13896","14048","-","ISfinder_Feb_2020_IS102:J01728","859-1021/1057","......../...===","1/10",14.47,76.07,"ISfinder_Feb_2020",NA,"IS102:J01728",NA,1
"420","ESC_HB8007AA_AS","ESC_HB8007AA_AS_NODE_78_length_14802_cov_32.980034","11896","12233","-","ISfinder_Feb_2020_ISEhe3:AF327445","868-1229/1229","......../.=====","5/24",27.5,78.18,"ISfinder_Feb_2020",NA,"ISEhe3:AF327445",NA,1
"421","ESC_HB8007AA_AS","ESC_HB8007AA_AS_NODE_78_length_14802_cov_32.980034","12597","12681","+","ISfinder_Feb_2020_IS1351:Z83734","743-827/1207",".........==....","0/0",7.04,88.23,"ISfinder_Feb_2020",NA,"IS1351:Z83734",NA,1
"422","ESC_HB8007AA_AS","ESC_HB8007AA_AS_NODE_78_length_14802_cov_32.980034","14008","14373","+","ISfinder_Feb_2020_IS1351:Z83734","841-1207/1207","......../.=====","1/1",30.32,76.84,"ISfinder_Feb_2020",NA,"IS1351:Z83734",NA,1
"423","ESC_HB8007AA_AS","ESC_HB8007AA_AS_NODE_80_length_13411_cov_35.485772","9798","10081","-","ISfinder_Feb_2020_IS21:X14793","218-501/2131",".===..../......","2/4",13.23,87.06,"ISfinder_Feb_2020",NA,"IS21:X14793",NA,1
"424","ESC_HB8007AA_AS","ESC_HB8007AA_AS_NODE_91_length_8363_cov_23.908329","8017","8110","+","ISfinder_Feb_2020_IS1396:AF027768","1630-1723/1771",".............==","0/0",5.31,86.17,"ISfinder_Feb_2020",NA,"IS1396:AF027768",NA,1
"425","ESC_HB8007AA_AS","ESC_HB8007AA_AS_NODE_98_length_7424_cov_44.275593","362","581","-","ISfinder_Feb_2020_ISKpn42:CP025642","942-1161/1161","............===","0/0",18.95,85,"ISfinder_Feb_2020",NA,"ISKpn42:CP025642",NA,1
"426","ESC_IA0811AA_AS","NODE_13_length_129419_cov_9.67848","70651","70739","-","ISfinder_Feb_2020_IS621:NC_009800","1336-1424/1425","..............=","0/0",6.25,86.52,"ISfinder_Feb_2020",NA,"IS621:NC_009800",NA,1
"427","ESC_IA0811AA_AS","NODE_185_length_172_cov_8.29412","1","79","+","ISfinder_Feb_2020_IS911:X17613","445-524/1250","....==../......","1/1",6.32,88.75,"ISfinder_Feb_2020",NA,"IS911:X17613",NA,1
"428","ESC_IA0811AA_AS","NODE_190_length_168_cov_6.75309","1","168","-","ISfinder_Feb_2020_IS911:X17613","445-631/1250","....====/......","2/19",13.44,80.75,"ISfinder_Feb_2020",NA,"IS911:X17613",NA,1
"429","ESC_IA0811AA_AS","NODE_19_length_61065_cov_12.8951","33138","33231","+","ISfinder_Feb_2020_IS1396:AF027768","1630-1723/1771",".............==","0/0",5.31,86.17,"ISfinder_Feb_2020",NA,"IS1396:AF027768",NA,1
"430","ESC_IA0811AA_AS","NODE_1_length_636411_cov_9.70945","111150","111233","+","ISfinder_Feb_2020_MITEEc1:U00096","1-84/123","===========....","0/0",68.29,89.29,"ISfinder_Feb_2020",NA,"MITEEc1:U00096",NA,1
"431","ESC_IA0811AA_AS","NODE_25_length_49324_cov_9.98046","5903","6099","+","ISfinder_Feb_2020_ISEc5:L02372","323-519/1291","...====........","0/0",15.26,85.28,"ISfinder_Feb_2020",NA,"ISEc5:L02372",NA,1
"432","ESC_IA0811AA_AS","NODE_25_length_49324_cov_9.98046","36704","36899","+","ISfinder_Feb_2020_ISEc23:[]","2318-2532/2532","......../....==","3/19",7.74,75.81,"ISfinder_Feb_2020",NA,"ISEc23:[]",NA,1
"433","ESC_IA0811AA_AS","NODE_30_length_31923_cov_9.00148","28950","29111","-","ISfinder_Feb_2020_ISEc5:L02372","621-783/1291","......==/=.....","1/1",12.55,89.57,"ISfinder_Feb_2020",NA,"ISEc5:L02372",NA,1
"434","ESC_IA0811AA_AS","NODE_33_length_26674_cov_9.30985","13033","13122","+","ISfinder_Feb_2020_IS3H:CP000035","1173-1261/1261","......../.....=","1/1",7.06,88.89,"ISfinder_Feb_2020",NA,"IS3H:CP000035",NA,1
"435","ESC_IA0811AA_AS","NODE_33_length_26674_cov_9.30985","21965","22439","+","ISfinder_Feb_2020_ISEc48:ADUS01000070","8-484/1336","======../......","2/2",35.55,85.74,"ISfinder_Feb_2020",NA,"ISEc48:ADUS01000070",NA,1
"436","ESC_IA0811AA_AS","NODE_33_length_26674_cov_9.30985","26204","26453","+","ISfinder_Feb_2020_ISSfl3:AL391753","1-249/2729","==....../......","2/5",9.05,76.19,"ISfinder_Feb_2020",NA,"ISSfl3:AL391753",NA,1
"437","ESC_IA0811AA_AS","NODE_36_length_23761_cov_13.1791","11856","12193","-","ISfinder_Feb_2020_ISEhe3:AF327445","868-1229/1229","......../.=====","5/24",27.5,78.18,"ISfinder_Feb_2020",NA,"ISEhe3:AF327445",NA,1
"438","ESC_IA0811AA_AS","NODE_36_length_23761_cov_13.1791","12557","12641","+","ISfinder_Feb_2020_IS1351:Z83734","743-827/1207",".........==....","0/0",7.04,88.23,"ISfinder_Feb_2020",NA,"IS1351:Z83734",NA,1
"439","ESC_IA0811AA_AS","NODE_36_length_23761_cov_13.1791","13968","14333","+","ISfinder_Feb_2020_IS1351:Z83734","841-1207/1207","......../.=====","1/1",30.32,76.84,"ISfinder_Feb_2020",NA,"IS1351:Z83734",NA,1
"440","ESC_IA0811AA_AS","NODE_38_length_20603_cov_9.75468","2576","2859","-","ISfinder_Feb_2020_IS21:X14793","218-501/2131",".===..../......","2/4",13.23,87.06,"ISfinder_Feb_2020",NA,"IS21:X14793",NA,1
"441","ESC_IA0811AA_AS","NODE_38_length_20603_cov_9.75468","9433","9585","+","ISfinder_Feb_2020_IS102:J01728","859-1021/1057","......../...===","1/10",14.47,76.07,"ISfinder_Feb_2020",NA,"IS102:J01728",NA,1
"442","ESC_IA0811AA_AS","NODE_38_length_20603_cov_9.75468","10269","10380","-","ISfinder_Feb_2020_IS3F:CU928158","1134-1245/1258",".............==","0/0",8.9,87.5,"ISfinder_Feb_2020",NA,"IS3F:CU928158",NA,1
"443","ESC_IA0811AA_AS","NODE_38_length_20603_cov_9.75468","10385","10622","-","ISfinder_Feb_2020_IS3:X02311","1-238/1258","===...../......","3/6",18.68,88.38,"ISfinder_Feb_2020",NA,"IS3:X02311",NA,1
"444","ESC_IA0811AA_AS","NODE_3_length_359800_cov_9.59938","327887","327977","+","ISfinder_Feb_2020_IS621:NC_009800","1335-1425/1425","..............=","0/0",6.39,87.91,"ISfinder_Feb_2020",NA,"IS621:NC_009800",NA,1
"445","ESC_IA0811AA_AS","NODE_41_length_13859_cov_10.1738","283","959","-","ISfinder_Feb_2020_ISEc23:[]","262-942/2532",".=====../......","4/10",26.62,83.92,"ISfinder_Feb_2020",NA,"ISEc23:[]",NA,1
"446","ESC_IA0811AA_AS","NODE_41_length_13859_cov_10.1738","9918","10984","-","ISfinder_Feb_2020_IS1414:AF143819","1-1067/1314","========/====..","4/4",81.05,81.48,"ISfinder_Feb_2020",NA,"IS1414:AF143819",NA,1
"447","ESC_IA0811AA_AS","NODE_45_length_10672_cov_9.73991","4872","6139","+","ISfinder_Feb_2020_ISEch14:CP002038","368-1634/1666","...=====/======","3/3",75.99,79.67,"ISfinder_Feb_2020",NA,"ISEch14:CP002038",NA,1
"448","ESC_IA0811AA_AS","NODE_45_length_10672_cov_9.73991","6165","6613","+","ISfinder_Feb_2020_IS91:X17114","1390-1829/1829","......../..====","4/13",23.95,81.15,"ISfinder_Feb_2020",NA,"IS91:X17114",NA,1
"449","ESC_IA0811AA_AS","NODE_4_length_357567_cov_9.53724","4229","4448","+","ISfinder_Feb_2020_ISKpn42:CP025642","942-1161/1161","............===","0/0",18.95,85,"ISfinder_Feb_2020",NA,"ISKpn42:CP025642",NA,1
"450","ESC_IA0811AA_AS","NODE_50_length_9370_cov_8.88689","5796","5905","-","ISfinder_Feb_2020_ISSham1:NC_008700","517-626/626","............===","0/0",17.57,81.82,"ISfinder_Feb_2020",NA,"ISSham1:NC_008700",NA,1
"451","ESC_IA0811AA_AS","NODE_51_length_9010_cov_9.7577","7198","7382","-","ISfinder_Feb_2020_ISCro3:[]","579-763/1430","......===......","0/0",12.94,77.3,"ISfinder_Feb_2020",NA,"ISCro3:[]",NA,1
"452","ESC_IA0811AA_AS","NODE_51_length_9010_cov_9.7577","8687","8924","-","ISfinder_Feb_2020_IS911:X17613","545-789/1250","......==/=.....","3/7",19.04,80.82,"ISfinder_Feb_2020",NA,"IS911:X17613",NA,1
"453","ESC_IA0811AA_AS","NODE_56_length_6811_cov_19.1327","5843","6280","-","ISfinder_Feb_2020_ISEc23:[]","2081-2532/2532","......../...===","3/14",17.3,83.19,"ISfinder_Feb_2020",NA,"ISEc23:[]",NA,1
"454","ESC_IA0811AA_AS","NODE_68_length_4029_cov_8.41933","3705","3884","-","ISfinder_Feb_2020_IS609:BA000007","1567-1748/1748","......../....==","1/2",10.3,82.97,"ISfinder_Feb_2020",NA,"IS609:BA000007",NA,1
"455","ESC_IA0811AA_AS","NODE_75_length_3529_cov_10.0244","1130","1486","-","ISfinder_Feb_2020_ISEc49:NC_004431","2195-2560/2766","......../...==.","2/11",12.87,80.93,"ISfinder_Feb_2020",NA,"ISEc49:NC_004431",NA,1
"456","ESC_IA0811AA_AS","NODE_92_length_1208_cov_7.95183","603","757","-","ISfinder_Feb_2020_ISEc1:L02370","1-155/1291","==.............","0/0",12.01,85.81,"ISfinder_Feb_2020",NA,"ISEc1:L02370",NA,1
"457","ESC_IA3651AA_AS","NODE_15_length_129584_cov_7.82058","58833","58921","+","ISfinder_Feb_2020_IS621:NC_009800","1336-1424/1425","..............=","0/0",6.25,86.52,"ISfinder_Feb_2020",NA,"IS621:NC_009800",NA,1
"458","ESC_IA3651AA_AS","NODE_18_length_83300_cov_5.85382","55335","55428","+","ISfinder_Feb_2020_IS1396:AF027768","1630-1723/1771",".............==","0/0",5.31,86.17,"ISfinder_Feb_2020",NA,"IS1396:AF027768",NA,1
"459","ESC_IA3651AA_AS","NODE_21_length_51010_cov_7.32414","50214","50368","+","ISfinder_Feb_2020_ISEc1:L02370","1-155/1291","==.............","0/0",12.01,85.81,"ISfinder_Feb_2020",NA,"ISEc1:L02370",NA,1
"460","ESC_IA3651AA_AS","NODE_22_length_50365_cov_7.6639","41110","41219","-","ISfinder_Feb_2020_ISSham1:NC_008700","517-626/626","............===","0/0",17.57,81.82,"ISfinder_Feb_2020",NA,"ISSham1:NC_008700",NA,1
"461","ESC_IA3651AA_AS","NODE_25_length_37183_cov_7.54674","12974","13063","+","ISfinder_Feb_2020_IS3H:CP000035","1173-1261/1261","......../.....=","1/1",7.06,88.89,"ISfinder_Feb_2020",NA,"IS3H:CP000035",NA,1
"462","ESC_IA3651AA_AS","NODE_25_length_37183_cov_7.54674","21906","22380","+","ISfinder_Feb_2020_ISEc48:ADUS01000070","8-484/1336","======../......","2/2",35.55,85.74,"ISfinder_Feb_2020",NA,"ISEc48:ADUS01000070",NA,1
"463","ESC_IA3651AA_AS","NODE_25_length_37183_cov_7.54674","26145","26394","+","ISfinder_Feb_2020_ISSfl3:AL391753","1-249/2729","==....../......","2/5",9.05,76.19,"ISfinder_Feb_2020",NA,"ISSfl3:AL391753",NA,1
"464","ESC_IA3651AA_AS","NODE_25_length_37183_cov_7.54674","31425","32692","+","ISfinder_Feb_2020_ISEch14:CP002038","368-1634/1666","...=====/======","3/3",75.99,79.67,"ISfinder_Feb_2020",NA,"ISEch14:CP002038",NA,1
"465","ESC_IA3651AA_AS","NODE_25_length_37183_cov_7.54674","32718","33166","+","ISfinder_Feb_2020_IS91:X17114","1390-1829/1829","......../..====","4/13",23.95,81.15,"ISfinder_Feb_2020",NA,"IS91:X17114",NA,1
"466","ESC_IA3651AA_AS","NODE_26_length_32003_cov_7.30277","28990","29151","-","ISfinder_Feb_2020_ISEc5:L02372","621-783/1291","......==/=.....","1/1",12.55,89.57,"ISfinder_Feb_2020",NA,"ISEc5:L02372",NA,1
"467","ESC_IA3651AA_AS","NODE_29_length_29727_cov_7.49875","12401","12859","+","ISfinder_Feb_2020_ISEc49:NC_004431","2222-2710/2766","......../...===","5/40",16.41,75.91,"ISfinder_Feb_2020",NA,"ISEc49:NC_004431",NA,1
